path,filename,relative_path,size_bytes,readable,error,native_sample_rate,native_channels,native_frames,duration_sec,container,subtype,filename_conforms,fold_id,clip_uid,event_code,take_id,class_code,label,resampled_samples,n_windows,covered_samples,uncovered_sec
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-066-07-030-01.wav,03-066-07-030-01.wav,03-066-07-030-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,066,07,030,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-076-00-465-02.wav,03-076-00-465-02.wav,03-076-00-465-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,076,00,465,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-080-02-062-01.wav,03-080-02-062-01.wav,03-080-02-062-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,080,02,062,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-089-06-017-01.wav,03-089-06-017-01.wav,03-089-06-017-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,089,06,017,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-095-01-029-01.wav,03-095-01-029-01.wav,03-095-01-029-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,095,01,029,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-104-00-263-02.wav,03-104-00-263-02.wav,03-104-00-263-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,104,00,263,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-110-00-251-02.wav,03-110-00-251-02.wav,03-110-00-251-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,110,00,251,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-111-06-026-01.wav,03-111-06-026-01.wav,03-111-06-026-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,111,06,026,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-135-00-260-02.wav,03-135-00-260-02.wav,03-135-00-260-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,135,00,260,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-148-04-037-01.wav,03-148-04-037-01.wav,03-148-04-037-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,148,04,037,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-149-02-001-01.wav,03-149-02-001-01.wav,03-149-02-001-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,149,02,001,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-156-00-076-02.wav,03-156-00-076-02.wav,03-156-00-076-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,156,00,076,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-157-00-138-02.wav,03-157-00-138-02.wav,03-157-00-138-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,157,00,138,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-161-01-016-01.wav,03-161-01-016-01.wav,03-161-01-016-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,161,01,016,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-187-00-475-02.wav,03-187-00-475-02.wav,03-187-00-475-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,187,00,475,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-188-04-006-01.wav,03-188-04-006-01.wav,03-188-04-006-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,188,04,006,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-193-00-249-02.wav,03-193-00-249-02.wav,03-193-00-249-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,193,00,249,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-198-00-460-02.wav,03-198-00-460-02.wav,03-198-00-460-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,198,00,460,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-205-02-047-01.wav,03-205-02-047-01.wav,03-205-02-047-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,205,02,047,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-213-00-217-02.wav,03-213-00-217-02.wav,03-213-00-217-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,213,00,217,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-214-00-433-02.wav,03-214-00-433-02.wav,03-214-00-433-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,214,00,433,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-218-00-414-02.wav,03-218-00-414-02.wav,03-218-00-414-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,218,00,414,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-240-02-070-01.wav,03-240-02-070-01.wav,03-240-02-070-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,240,02,070,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-243-02-063-01.wav,03-243-02-063-01.wav,03-243-02-063-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,243,02,063,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-255-00-164-02.wav,03-255-00-164-02.wav,03-255-00-164-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,255,00,164,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-263-05-048-01.wav,03-263-05-048-01.wav,03-263-05-048-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,263,05,048,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-292-02-039-01.wav,03-292-02-039-01.wav,03-292-02-039-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,292,02,039,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-294-00-450-02.wav,03-294-00-450-02.wav,03-294-00-450-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,294,00,450,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-296-00-205-02.wav,03-296-00-205-02.wav,03-296-00-205-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,296,00,205,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-307-00-067-02.wav,03-307-00-067-02.wav,03-307-00-067-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,307,00,067,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-323-00-410-02.wav,03-323-00-410-02.wav,03-323-00-410-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,323,00,410,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-334-04-069-01.wav,03-334-04-069-01.wav,03-334-04-069-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,334,04,069,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-335-06-003-01.wav,03-335-06-003-01.wav,03-335-06-003-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,335,06,003,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-351-04-055-01.wav,03-351-04-055-01.wav,03-351-04-055-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,351,04,055,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-369-02-059-01.wav,03-369-02-059-01.wav,03-369-02-059-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,369,02,059,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-383-02-087-01.wav,03-383-02-087-01.wav,03-383-02-087-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,383,02,087,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-384-07-007-01.wav,03-384-07-007-01.wav,03-384-07-007-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,384,07,007,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-387-00-206-02.wav,03-387-00-206-02.wav,03-387-00-206-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,387,00,206,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-393-02-116-01.wav,03-393-02-116-01.wav,03-393-02-116-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,393,02,116,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-395-04-104-01.wav,03-395-04-104-01.wav,03-395-04-104-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,395,04,104,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-413-00-232-02.wav,03-413-00-232-02.wav,03-413-00-232-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,413,00,232,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-434-02-064-01.wav,03-434-02-064-01.wav,03-434-02-064-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,434,02,064,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-436-06-024-01.wav,03-436-06-024-01.wav,03-436-06-024-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,436,06,024,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-443-00-025-02.wav,03-443-00-025-02.wav,03-443-00-025-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,443,00,025,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-446-00-096-02.wav,03-446-00-096-02.wav,03-446-00-096-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,446,00,096,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-451-01-053-01.wav,03-451-01-053-01.wav,03-451-01-053-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,451,01,053,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-467-00-402-02.wav,03-467-00-402-02.wav,03-467-00-402-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,467,00,402,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-485-03-008-01.wav,03-485-03-008-01.wav,03-485-03-008-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,485,03,008,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-500-00-347-02.wav,03-500-00-347-02.wav,03-500-00-347-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,500,00,347,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-501-00-268-02.wav,03-501-00-268-02.wav,03-501-00-268-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,501,00,268,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-523-04-102-01.wav,03-523-04-102-01.wav,03-523-04-102-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,523,04,102,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-548-00-173-02.wav,03-548-00-173-02.wav,03-548-00-173-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,548,00,173,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-564-00-066-02.wav,03-564-00-066-02.wav,03-564-00-066-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,564,00,066,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-584-00-254-02.wav,03-584-00-254-02.wav,03-584-00-254-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,584,00,254,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-589-02-011-01.wav,03-589-02-011-01.wav,03-589-02-011-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,589,02,011,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-591-00-429-02.wav,03-591-00-429-02.wav,03-591-00-429-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,591,00,429,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-620-00-081-02.wav,03-620-00-081-02.wav,03-620-00-081-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,620,00,081,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-621-07-042-01.wav,03-621-07-042-01.wav,03-621-07-042-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,621,07,042,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-629-04-100-01.wav,03-629-04-100-01.wav,03-629-04-100-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,629,04,100,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-636-02-036-01.wav,03-636-02-036-01.wav,03-636-02-036-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,636,02,036,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-646-00-452-02.wav,03-646-00-452-02.wav,03-646-00-452-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,646,00,452,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-652-05-071-01.wav,03-652-05-071-01.wav,03-652-05-071-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,652,05,071,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-659-00-111-02.wav,03-659-00-111-02.wav,03-659-00-111-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,659,00,111,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-661-00-467-02.wav,03-661-00-467-02.wav,03-661-00-467-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,661,00,467,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-667-02-100-01.wav,03-667-02-100-01.wav,03-667-02-100-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,667,02,100,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-677-01-027-01.wav,03-677-01-027-01.wav,03-677-01-027-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,677,01,027,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-678-05-070-01.wav,03-678-05-070-01.wav,03-678-05-070-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,678,05,070,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-709-06-015-01.wav,03-709-06-015-01.wav,03-709-06-015-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,709,06,015,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-725-00-341-02.wav,03-725-00-341-02.wav,03-725-00-341-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,725,00,341,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-727-00-182-02.wav,03-727-00-182-02.wav,03-727-00-182-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,727,00,182,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-730-05-050-01.wav,03-730-05-050-01.wav,03-730-05-050-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,730,05,050,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-733-00-074-02.wav,03-733-00-074-02.wav,03-733-00-074-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,733,00,074,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-740-00-122-02.wav,03-740-00-122-02.wav,03-740-00-122-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,740,00,122,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-745-00-208-02.wav,03-745-00-208-02.wav,03-745-00-208-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,745,00,208,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-746-00-290-02.wav,03-746-00-290-02.wav,03-746-00-290-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,746,00,290,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-752-06-022-01.wav,03-752-06-022-01.wav,03-752-06-022-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,752,06,022,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-779-04-078-01.wav,03-779-04-078-01.wav,03-779-04-078-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,779,04,078,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-780-01-058-01.wav,03-780-01-058-01.wav,03-780-01-058-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,780,01,058,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-796-00-339-02.wav,03-796-00-339-02.wav,03-796-00-339-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,796,00,339,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-809-00-420-02.wav,03-809-00-420-02.wav,03-809-00-420-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,809,00,420,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-813-00-037-02.wav,03-813-00-037-02.wav,03-813-00-037-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,813,00,037,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-830-00-215-02.wav,03-830-00-215-02.wav,03-830-00-215-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,830,00,215,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-837-00-010-02.wav,03-837-00-010-02.wav,03-837-00-010-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,837,00,010,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-871-07-021-01.wav,03-871-07-021-01.wav,03-871-07-021-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,871,07,021,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-878-00-094-02.wav,03-878-00-094-02.wav,03-878-00-094-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,878,00,094,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-882-07-036-01.wav,03-882-07-036-01.wav,03-882-07-036-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,882,07,036,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-900-05-007-01.wav,03-900-05-007-01.wav,03-900-05-007-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,900,05,007,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\03-936-04-050-01.wav,03-936-04-050-01.wav,03-936-04-050-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,03,936,04,050,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-015-02-104-01.wav,04-015-02-104-01.wav,04-015-02-104-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,015,02,104,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-018-00-135-02.wav,04-018-00-135-02.wav,04-018-00-135-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,018,00,135,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-026-05-012-01.wav,04-026-05-012-01.wav,04-026-05-012-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,026,05,012,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-035-01-044-01.wav,04-035-01-044-01.wav,04-035-01-044-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,035,01,044,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-041-00-177-02.wav,04-041-00-177-02.wav,04-041-00-177-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,041,00,177,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-044-00-250-02.wav,04-044-00-250-02.wav,04-044-00-250-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,044,00,250,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-051-05-002-01.wav,04-051-05-002-01.wav,04-051-05-002-01.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,051,05,002,01,fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-054-00-172-02.wav,04-054-00-172-02.wav,04-054-00-172-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,054,00,172,02,non_fall,48000,5,46800,0.075
C:\Users\USER\Documents\ESP32-S3-BOX-3-Voice-project\acoustic-alert-system\data\raw\04-061-00-089-02.wav,04-061-00-089-02.wav,04-061-00-089-02.wav,288044,True,,48000,1,144000,3.0,WAV,PCM_16,True,04,061,00,089,02,non_fall,48000,5,46800,0.075
